trial,stimulus,rating,participant
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
7,,,
<end header>,,,
<start data>,,,
1,15,0,practice
2,19,0,practice
3,20,0,practice
4,4,0,practice
5,7,0,practice
6,5,0,practice
7,8,5,practice
8,24,1,practice
9,23,0,practice
10,11,5,practice
11,22,5,practice
12,21,0,practice
13,9,0,practice
14,3,0,practice
15,17,2,practice
16,13,4,practice
17,2,0,practice
18,18,2,practice
19,29,0,practice
20,28,5,practice
21,30,0,practice
22,25,2,practice
23,12,5,practice
24,16,1,practice
25,14,0,practice
26,26,2,practice
27,10,5,practice
28,1,0,practice
29,6,0,practice
30,27,2,practice
31,22,0,practice
32,18,0,practice
33,25,5,practice
34,1,6,practice
35,17,6,practice
36,14,5,practice
37,23,2,practice
38,19,5,practice
39,2,1,practice
40,16,2,practice
41,20,5,practice
42,3,1,practice
43,5,1,practice
44,28,6,practice
45,21,2,practice
46,27,5,practice
47,9,2,practice
48,8,2,practice
49,4,2,practice
50,11,1,practice
51,13,0,practice
52,30,6,practice
53,24,0,practice
54,10,5,practice
55,26,2,practice
56,12,0,practice
57,15,0,practice
58,6,0,practice
59,7,1,practice
60,29,6,practice
<end data>,,,
<start header>,,,
Mon Sep 14 13:09:15 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
7,,,
<end header>,,,
<start data>,,,
1,11,1,7
2,28,2,7
3,7,1,7
4,10,5,7
5,24,2,7
6,26,1,7
7,5,2,7
8,6,0,7
9,12,3,7
10,8,3,7
11,15,2,7
12,27,2,7
13,16,2,7
14,14,2,7
15,4,1,7
16,19,1,7
17,21,1,7
18,2,1,7
19,29,0,7
20,3,1,7
21,25,0,7
22,17,2,7
23,13,2,7
24,23,3,7
25,20,6,7
26,30,6,7
27,18,1,7
28,22,1,7
29,9,2,7
30,1,1,7
31,8,6,7
32,2,1,7
33,25,2,7
34,7,2,7
35,12,2,7
36,15,1,7
37,20,6,7
38,21,2,7
39,24,1,7
40,23,1,7
41,9,6,7
42,10,6,7
43,16,1,7
44,18,1,7
45,6,1,7
46,14,2,7
47,30,6,7
48,13,0,7
49,4,2,7
50,27,0,7
51,26,0,7
52,11,1,7
53,5,2,7
54,19,3,7
55,1,0,7
56,28,2,7
57,3,0,7
58,29,2,7
59,17,6,7
60,22,0,7
61,9,6,7
62,8,1,7
63,21,6,7
64,22,6,7
65,23,6,7
66,27,6,7
67,2,6,7
68,7,6,7
69,4,6,7
70,26,6,7
71,18,6,7
72,29,6,7
73,24,6,7
74,3,6,7
75,16,6,7
76,17,6,7
77,20,5,7
78,19,5,7
79,5,5,7
80,15,5,7
81,1,6,7
82,13,2,7
83,6,1,7
84,10,5,7
85,11,0,7
86,30,6,7
87,12,2,7
88,14,2,7
89,25,0,7
90,28,4,7
<end data>,,,
<start header>,,,
Mon Sep 14 13:14:37 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
7,,,
<end header>,,,
<start data>,,,
1,13,0,7
2,12,2,7
3,22,0,7
4,8,0,7
5,5,4,7
6,6,2,7
7,9,0,7
8,18,0,7
9,24,0,7
10,7,0,7
11,25,2,7
12,17,3,7
13,19,0,7
14,27,0,7
15,20,0,7
16,2,0,7
17,26,0,7
18,14,0,7
19,4,0,7
20,28,0,7
21,1,2,7
22,30,0,7
23,21,1,7
24,15,1,7
25,10,0,7
26,29,2,7
27,11,1,7
28,16,1,7
29,23,1,7
30,3,0,7
31,14,1,7
32,27,2,7
33,11,1,7
34,13,1,7
35,29,2,7
36,25,1,7
37,8,0,7
38,19,2,7
39,2,1,7
40,21,1,7
41,12,1,7
42,4,1,7
43,9,0,7
44,26,0,7
45,1,0,7
46,30,5,7
47,22,2,7
48,24,2,7
49,23,3,7
50,5,0,7
51,10,2,7
52,3,0,7
53,16,0,7
54,20,5,7
55,6,2,7
56,15,0,7
57,28,0,7
58,7,2,7
59,18,2,7
60,17,3,7
61,8,3,7
62,6,1,7
63,7,1,7
64,23,0,7
65,18,0,7
66,14,0,7
67,24,0,7
68,11,2,7
69,21,0,7
70,1,5,7
71,16,0,7
72,27,0,7
73,29,1,7
74,30,0,7
75,4,1,7
76,10,6,7
77,12,1,7
78,26,0,7
79,25,1,7
80,28,1,7
81,13,1,7
82,20,1,7
83,9,1,7
84,17,2,7
85,2,0,7
86,5,0,7
87,3,3,7
88,22,3,7
89,15,1,7
90,19,0,7
<end data>,,,
<start header>,,,
Mon Sep 14 13:19:39 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
7,,,
<end header>,,,
<start data>,,,
1,14,2,7
2,12,2,7
3,25,2,7
4,11,2,7
5,7,0,7
6,4,1,7
7,29,0,7
8,16,2,7
9,13,1,7
10,22,1,7
11,8,0,7
12,28,0,7
13,17,0,7
14,9,0,7
15,6,0,7
16,21,6,7
17,20,6,7
18,18,0,7
19,2,0,7
20,27,2,7
21,30,6,7
22,10,0,7
23,5,2,7
24,1,0,7
25,26,2,7
26,15,2,7
27,19,2,7
28,3,0,7
29,23,2,7
30,24,2,7
31,28,2,7
32,10,0,7
33,18,3,7
34,29,3,7
35,20,0,7
36,14,0,7
37,21,0,7
38,30,0,7
39,25,0,7
40,8,2,7
41,5,1,7
42,24,0,7
43,6,2,7
44,13,2,7
45,11,2,7
46,26,2,7
47,1,2,7
48,4,2,7
49,19,0,7
50,27,0,7
51,22,1,7
52,12,0,7
53,7,2,7
54,9,0,7
55,2,2,7
56,16,0,7
57,23,3,7
58,17,2,7
59,3,2,7
60,15,3,7
61,25,3,7
62,8,1,7
63,2,0,7
64,24,1,7
65,20,0,7
66,14,2,7
67,15,2,7
68,18,2,7
69,26,0,7
70,13,1,7
71,22,0,7
72,29,0,7
73,3,1,7
74,12,0,7
75,27,0,7
76,23,2,7
77,19,0,7
78,30,4,7
79,11,0,7
80,1,2,7
81,9,0,7
82,6,2,7
83,4,1,7
84,7,3,7
85,10,0,7
86,16,2,7
87,21,2,7
88,17,1,7
89,28,4,7
90,5,0,7
<end data>,,,
<start header>,,,
Mon Sep 14 13:24:37 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
7,,,
<end header>,,,
<start data>,,,
1,13,2,7
2,26,2,7
3,4,1,7
4,21,1,7
5,10,4,7
6,18,0,7
7,27,2,7
8,2,0,7
9,9,0,7
10,3,0,7
11,25,2,7
12,17,2,7
13,24,1,7
14,16,0,7
15,15,3,7
16,6,3,7
17,8,2,7
18,22,2,7
19,28,3,7
20,19,2,7
21,12,1,7
22,20,5,7
23,29,5,7
24,1,1,7
25,7,2,7
26,14,1,7
27,5,1,7
28,11,1,7
29,23,2,7
30,30,5,7
31,27,2,7
32,12,1,7
33,21,1,7
34,18,2,7
35,9,2,7
36,26,1,7
37,3,1,7
38,10,5,7
39,8,1,7
40,1,1,7
41,6,1,7
42,30,5,7
43,4,1,7
44,29,4,7
45,22,1,7
46,20,4,7
47,16,1,7
48,7,2,7
49,13,2,7
50,15,0,7
51,5,0,7
52,24,2,7
53,23,3,7
54,28,5,7
55,17,2,7
56,11,0,7
57,2,2,7
58,14,2,7
59,25,0,7
60,19,0,7
61,10,0,7
62,28,3,7
63,18,2,7
64,9,3,7
65,5,4,7
66,12,1,7
67,14,3,7
68,25,2,7
69,23,2,7
70,1,1,7
71,3,0,7
72,2,1,7
73,22,1,7
74,6,2,7
75,4,1,7
76,16,2,7
77,27,0,7
78,19,4,7
79,11,1,7
80,21,1,7
81,17,2,7
82,26,1,7
83,30,4,7
84,29,2,7
85,7,2,7
86,24,2,7
87,20,2,7
88,15,0,7
89,13,1,7
90,8,3,7
<end data>,,,
<start header>,,,
Wed Sep 16 12:14:10 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
8,,,
<end header>,,,
<start data>,,,
1,16,1,practice
2,13,1,practice
3,29,5,practice
4,21,1,practice
5,15,2,practice
6,12,2,practice
7,28,2,practice
8,6,1,practice
9,30,6,practice
10,26,1,practice
11,19,5,practice
12,24,1,practice
13,10,1,practice
14,4,1,practice
15,9,5,practice
16,18,2,practice
17,2,1,practice
18,23,1,practice
19,14,1,practice
20,27,2,practice
21,22,1,practice
22,11,2,practice
23,20,6,practice
24,25,1,practice
25,3,1,practice
26,7,2,practice
27,8,2,practice
28,1,1,practice
29,17,2,practice
30,5,5,practice
31,11,1,practice
32,4,1,practice
33,16,2,practice
34,23,1,practice
35,27,5,practice
36,28,5,practice
37,19,6,practice
38,3,1,practice
39,1,1,practice
40,9,6,practice
41,8,5,practice
42,2,1,practice
43,18,5,practice
44,5,1,practice
45,25,2,practice
46,6,5,practice
47,21,1,practice
48,17,2,practice
49,12,1,practice
50,24,1,practice
51,10,6,practice
52,13,1,practice
53,22,1,practice
54,7,2,practice
55,29,6,practice
56,26,1,practice
57,15,1,practice
58,20,6,practice
59,14,1,practice
60,30,6,practice
<end data>,,,
<start header>,,,
Wed Sep 16 12:17:14 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
8,,,
<end header>,,,
<start data>,,,
1,15,5,8
2,11,1,8
3,8,5,8
4,17,5,8
5,3,1,8
6,19,5,8
7,9,6,8
8,10,6,8
9,1,1,8
10,28,5,8
11,13,1,8
12,5,1,8
13,27,5,8
14,18,6,8
15,20,0,8
16,7,2,8
17,23,1,8
18,2,1,8
19,29,6,8
20,12,1,8
21,30,6,8
22,25,2,8
23,26,1,8
24,6,1,8
25,24,0,8
26,14,1,8
27,4,1,8
28,16,1,8
29,21,1,8
30,22,0,8
31,16,1,8
32,17,1,8
33,12,1,8
34,25,1,8
35,20,6,8
36,3,1,8
37,6,1,8
38,11,1,8
39,13,1,8
40,28,5,8
41,10,6,8
42,21,0,8
43,14,0,8
44,18,5,8
45,7,1,8
46,8,5,8
47,22,1,8
48,29,5,8
49,19,6,8
50,26,1,8
51,5,1,8
52,27,1,8
53,4,1,8
54,2,1,8
55,23,1,8
56,9,5,8
57,15,1,8
58,1,1,8
59,24,1,8
60,30,5,8
61,15,1,8
62,8,5,8
63,20,6,8
64,23,1,8
65,21,1,8
66,25,1,8
67,10,5,8
68,26,1,8
69,9,5,8
70,24,1,8
71,28,5,8
72,11,1,8
73,14,1,8
74,5,1,8
75,18,1,8
76,29,5,8
77,6,1,8
78,12,1,8
79,3,1,8
80,13,1,8
81,7,1,8
82,30,5,8
83,16,1,8
84,4,1,8
85,17,1,8
86,1,1,8
87,19,6,8
88,2,1,8
89,22,1,8
90,27,1,8
<end data>,,,
<start header>,,,
Wed Sep 16 12:21:11 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
8,,,
<end header>,,,
<start data>,,,
1,10,6,8
2,7,1,8
3,5,1,8
4,20,5,8
5,25,1,8
6,6,2,8
7,22,1,8
8,29,5,8
9,23,1,8
10,4,1,8
11,9,5,8
12,26,2,8
13,15,1,8
14,3,1,8
15,16,1,8
16,17,1,8
17,1,2,8
18,24,2,8
19,18,2,8
20,14,1,8
21,12,1,8
22,28,5,8
23,11,1,8
24,2,1,8
25,27,0,8
26,8,1,8
27,30,5,8
28,21,2,8
29,19,6,8
30,13,1,8
31,19,5,8
32,4,2,8
33,23,1,8
34,17,6,8
35,2,1,8
36,28,5,8
37,6,1,8
38,27,2,8
39,12,1,8
40,7,5,8
41,29,5,8
42,22,1,8
43,18,5,8
44,1,2,8
45,3,1,8
46,5,1,8
47,24,2,8
48,30,5,8
49,16,1,8
50,13,2,8
51,26,1,8
52,9,5,8
53,20,6,8
54,14,1,8
55,15,2,8
56,11,1,8
57,10,5,8
58,21,1,8
59,25,5,8
60,8,6,8
61,17,1,8
62,27,5,8
63,3,1,8
64,2,2,8
65,1,1,8
66,28,5,8
67,30,5,8
68,24,1,8
69,9,5,8
70,13,2,8
71,11,1,8
72,10,5,8
73,14,1,8
74,26,2,8
75,20,5,8
76,8,5,8
77,15,1,8
78,4,2,8
79,19,5,8
80,6,0,8
81,21,1,8
82,25,1,8
83,22,1,8
84,7,5,8
85,5,0,8
86,29,6,8
87,16,1,8
88,12,2,8
89,18,5,8
90,23,2,8
<end data>,,,
<start header>,,,
Wed Sep 16 12:25:03 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
8,,,
<end header>,,,
<start data>,,,
1,24,1,8
2,12,2,8
3,19,5,8
4,11,1,8
5,9,5,8
6,21,1,8
7,13,2,8
8,6,1,8
9,29,5,8
10,4,2,8
11,16,5,8
12,26,0,8
13,17,0,8
14,30,5,8
15,27,1,8
16,7,1,8
17,28,5,8
18,10,5,8
19,1,1,8
20,22,2,8
21,18,5,8
22,20,6,8
23,5,1,8
24,15,2,8
25,25,2,8
26,14,5,8
27,23,1,8
28,8,5,8
29,3,2,8
30,2,2,8
31,18,1,8
32,17,0,8
33,20,6,8
34,30,6,8
35,16,0,8
36,5,1,8
37,19,5,8
38,10,5,8
39,15,0,8
40,22,1,8
41,12,1,8
42,28,5,8
43,8,5,8
44,29,5,8
45,24,2,8
46,2,1,8
47,7,6,8
48,23,1,8
49,9,6,8
50,6,2,8
51,25,1,8
52,26,5,8
53,11,1,8
54,14,2,8
55,27,1,8
56,21,1,8
57,4,5,8
58,3,2,8
59,1,1,8
60,13,1,8
61,30,5,8
62,15,2,8
63,10,5,8
64,14,1,8
65,2,1,8
66,19,5,8
67,12,1,8
68,23,2,8
69,3,1,8
70,6,1,8
71,25,2,8
72,29,5,8
73,5,5,8
74,4,2,8
75,27,1,8
76,17,5,8
77,13,2,8
78,1,1,8
79,18,5,8
80,8,6,8
81,26,1,8
82,22,2,8
83,28,5,8
84,24,1,8
85,20,5,8
86,9,6,8
87,21,1,8
88,11,2,8
89,7,5,8
90,16,2,8
<end data>,,,
<start header>,,,
Wed Sep 16 12:29:04 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
8,,,
<end header>,,,
<start data>,,,
1,21,0,8
2,27,0,8
3,30,5,8
4,25,2,8
5,24,2,8
6,29,5,8
7,11,2,8
8,18,5,8
9,28,5,8
10,15,2,8
11,7,5,8
12,16,2,8
13,22,2,8
14,14,2,8
15,26,2,8
16,23,1,8
17,17,2,8
18,10,5,8
19,13,2,8
20,6,2,8
21,20,5,8
22,2,1,8
23,4,2,8
24,9,5,8
25,1,2,8
26,3,1,8
27,12,2,8
28,19,5,8
29,8,6,8
30,5,2,8
31,13,1,8
32,23,2,8
33,30,5,8
34,18,5,8
35,26,2,8
36,22,2,8
37,28,5,8
38,4,2,8
39,1,1,8
40,24,2,8
41,3,2,8
42,25,2,8
43,10,5,8
44,20,6,8
45,14,2,8
46,11,1,8
47,5,2,8
48,6,5,8
49,17,2,8
50,9,6,8
51,7,6,8
52,2,2,8
53,29,5,8
54,15,1,8
55,16,0,8
56,27,0,8
57,12,1,8
58,8,5,8
59,19,6,8
60,21,2,8
61,3,1,8
62,21,2,8
63,13,2,8
64,29,5,8
65,22,2,8
66,19,5,8
67,26,2,8
68,25,2,8
69,20,5,8
70,16,2,8
71,7,6,8
72,4,1,8
73,10,6,8
74,14,2,8
75,5,0,8
76,12,2,8
77,6,0,8
78,23,2,8
79,2,1,8
80,9,6,8
81,28,5,8
82,30,5,8
83,18,5,8
84,8,6,8
85,11,2,8
86,17,0,8
87,1,1,8
88,15,0,8
89,24,2,8
90,27,2,8
<end data>,,,
<start header>,,,
Wed Sep 16 12:59:42 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
9,,,
<end header>,,,
<start data>,,,
1,26,0,practice
2,6,2,practice
3,3,0,practice
4,13,0,practice
5,8,3,practice
6,9,5,practice
7,28,0,practice
8,21,5,practice
9,25,3,practice
10,7,1,practice
11,1,5,practice
12,11,4,practice
13,23,4,practice
14,12,3,practice
15,18,0,practice
16,14,4,practice
17,15,0,practice
18,20,2,practice
19,10,2,practice
20,22,3,practice
21,19,0,practice
22,30,5,practice
23,24,4,practice
24,2,5,practice
25,5,6,practice
26,27,0,practice
27,16,2,practice
28,4,5,practice
29,17,3,practice
30,29,5,practice
31,14,4,practice
32,18,2,practice
33,8,2,practice
34,20,5,practice
35,21,2,practice
36,7,1,practice
37,12,1,practice
38,4,4,practice
39,6,4,practice
40,17,3,practice
41,13,3,practice
42,28,3,practice
43,15,1,practice
44,10,1,practice
45,16,1,practice
46,23,3,practice
47,24,5,practice
48,25,6,practice
49,5,6,practice
50,19,2,practice
51,30,5,practice
52,3,6,practice
53,27,6,practice
54,26,5,practice
55,2,2,practice
56,1,2,practice
57,29,2,practice
58,11,2,practice
59,22,2,practice
60,9,5,practice
<end data>,,,
<start header>,,,
Wed Sep 16 13:04:05 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
9,,,
<end header>,,,
<start data>,,,
1,29,5,9
2,16,2,9
3,3,2,9
4,2,2,9
5,14,5,9
6,18,2,9
7,17,2,9
8,26,5,9
9,12,5,9
10,10,2,9
11,7,0,9
12,30,5,9
13,21,2,9
14,11,1,9
15,19,1,9
16,23,5,9
17,15,2,9
18,8,2,9
19,20,5,9
20,9,5,9
21,6,6,9
22,24,1,9
23,1,2,9
24,13,5,9
25,25,5,9
26,22,1,9
27,27,6,9
28,4,3,9
29,5,5,9
30,28,6,9
31,7,1,9
32,15,3,9
33,12,6,9
34,5,1,9
35,8,6,9
36,4,1,9
37,17,1,9
38,21,4,9
39,30,6,9
40,2,1,9
41,20,6,9
42,14,1,9
43,11,1,9
44,24,5,9
45,10,6,9
46,19,6,9
47,9,1,9
48,3,1,9
49,22,5,9
50,29,6,9
51,1,1,9
52,18,6,9
53,26,6,9
54,25,1,9
55,16,2,9
56,6,6,9
57,28,5,9
58,27,5,9
59,23,1,9
60,13,1,9
61,19,6,9
62,22,1,9
63,15,1,9
64,26,6,9
65,17,4,9
66,24,1,9
67,29,6,9
68,9,4,9
69,8,4,9
70,23,3,9
71,28,6,9
72,20,4,9
73,1,1,9
74,10,5,9
75,4,1,9
76,5,5,9
77,7,6,9
78,21,1,9
79,13,2,9
80,14,4,9
81,11,5,9
82,25,5,9
83,16,6,9
84,3,4,9
85,2,2,9
86,12,1,9
87,30,6,9
88,27,5,9
89,18,4,9
90,6,6,9
<end data>,,,
<start header>,,,
Wed Sep 16 13:08:47 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
9,,,
<end header>,,,
<start data>,,,
1,2,5,9
2,22,3,9
3,4,2,9
4,3,1,9
5,10,6,9
6,5,2,9
7,26,5,9
8,18,5,9
9,12,1,9
10,29,5,9
11,23,0,9
12,15,5,9
13,7,1,9
14,20,6,9
15,25,4,9
16,11,5,9
17,17,4,9
18,30,6,9
19,13,1,9
20,28,6,9
21,6,1,9
22,19,4,9
23,16,1,9
24,1,2,9
25,27,5,9
26,21,1,9
27,9,6,9
28,24,3,9
29,14,2,9
30,8,1,9
31,8,0,9
32,7,0,9
33,2,1,9
34,12,1,9
35,15,1,9
36,16,6,9
37,24,0,9
38,13,6,9
39,26,0,9
40,17,6,9
41,14,6,9
42,29,6,9
43,3,6,9
44,30,0,9
45,27,6,9
46,20,6,9
47,6,6,9
48,18,0,9
49,4,0,9
50,9,6,9
51,23,0,9
52,21,0,9
53,22,6,9
54,10,5,9
55,11,6,9
56,25,0,9
57,5,6,9
58,19,0,9
59,28,6,9
60,1,0,9
61,14,2,9
62,30,3,9
63,6,0,9
64,16,0,9
65,4,0,9
66,21,0,9
67,23,2,9
68,5,0,9
69,8,0,9
70,1,0,9
71,19,0,9
72,17,2,9
73,3,2,9
74,20,6,9
75,28,0,9
76,7,3,9
77,27,0,9
78,15,1,9
79,11,0,9
80,10,6,9
81,26,6,9
82,24,0,9
83,18,0,9
84,9,4,9
85,13,3,9
86,12,0,9
87,22,0,9
88,25,1,9
89,2,1,9
90,29,6,9
<end data>,,,
<start header>,,,
Wed Sep 16 13:13:36 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
9,,,
<end header>,,,
<start data>,,,
1,10,6,9
2,7,1,9
3,13,5,9
4,2,2,9
5,15,5,9
6,21,2,9
7,25,5,9
8,4,1,9
9,18,6,9
10,5,5,9
11,27,5,9
12,6,1,9
13,3,1,9
14,24,0,9
15,28,6,9
16,9,0,9
17,16,3,9
18,8,6,9
19,30,6,9
20,23,2,9
21,29,6,9
22,1,1,9
23,11,5,9
24,19,6,9
25,17,3,9
26,12,1,9
27,14,4,9
28,22,1,9
29,26,6,9
30,20,4,9
31,14,0,9
32,29,5,9
33,8,5,9
34,16,5,9
35,7,6,9
36,12,1,9
37,4,5,9
38,15,4,9
39,26,5,9
40,24,5,9
41,2,6,9
42,25,6,9
43,19,4,9
44,9,5,9
45,30,4,9
46,1,2,9
47,20,5,9
48,28,4,9
49,13,1,9
50,27,4,9
51,3,0,9
52,22,1,9
53,5,0,9
54,11,1,9
55,10,6,9
56,17,5,9
57,23,1,9
58,18,5,9
59,6,1,9
60,21,4,9
61,24,1,9
62,2,6,9
63,15,1,9
64,16,6,9
65,6,2,9
66,14,1,9
67,25,1,9
68,10,5,9
69,13,0,9
70,23,1,9
71,12,1,9
72,8,5,9
73,29,4,9
74,21,3,9
75,4,0,9
76,3,1,9
77,9,4,9
78,17,3,9
79,7,6,9
80,19,6,9
81,28,6,9
82,18,6,9
83,11,0,9
84,27,6,9
85,1,2,9
86,26,6,9
87,5,3,9
88,20,4,9
89,30,5,9
90,22,3,9
<end data>,,,
<start header>,,,
Wed Sep 16 13:18:02 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
9,,,
<end header>,,,
<start data>,,,
1,7,3,9
2,1,1,9
3,27,4,9
4,18,5,9
5,13,0,9
6,4,4,9
7,29,6,9
8,11,1,9
9,3,0,9
10,21,1,9
11,16,6,9
12,24,6,9
13,6,1,9
14,23,6,9
15,12,6,9
16,17,6,9
17,30,6,9
18,9,6,9
19,8,1,9
20,14,0,9
21,2,1,9
22,22,6,9
23,25,6,9
24,10,1,9
25,15,4,9
26,5,1,9
27,19,6,9
28,26,3,9
29,20,5,9
30,28,5,9
31,11,1,9
32,24,2,9
33,14,2,9
34,3,0,9
35,10,5,9
36,22,2,9
37,26,0,9
38,29,0,9
39,8,1,9
40,4,0,9
41,30,0,9
42,13,2,9
43,25,3,9
44,27,3,9
45,28,4,9
46,12,1,9
47,5,0,9
48,21,3,9
49,18,1,9
50,9,3,9
51,7,2,9
52,2,5,9
53,19,6,9
54,20,6,9
55,17,6,9
56,6,1,9
57,15,6,9
58,23,6,9
59,1,1,9
60,16,6,9
61,25,1,9
62,12,0,9
63,26,6,9
64,10,3,9
65,17,5,9
66,18,2,9
67,2,1,9
68,19,5,9
69,23,5,9
70,11,1,9
71,28,5,9
72,14,0,9
73,27,5,9
74,5,2,9
75,22,5,9
76,8,1,9
77,21,6,9
78,13,4,9
79,1,1,9
80,15,5,9
81,4,1,9
82,29,6,9
83,6,1,9
84,3,2,9
85,20,5,9
86,9,2,9
87,24,6,9
88,30,6,9
89,7,1,9
90,16,6,9
<end data>,,,
<start header>,,,
Wed Sep 16 14:04:38 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
60,,,
none,,,
1,,,
button,,,
1 2 3 4 5 6,,,
10,,,
<end header>,,,
<start data>,,,
1,19,1,practice
2,16,1,practice
3,1,1,practice
4,8,0,practice
5,28,0,practice
6,25,2,practice
7,14,0,practice
8,24,2,practice
9,4,1,practice
10,29,0,practice
11,22,2,practice
12,7,2,practice
13,21,1,practice
14,6,2,practice
15,10,5,practice
16,2,1,practice
17,9,5,practice
18,27,2,practice
19,13,1,practice
20,20,5,practice
21,15,2,practice
22,18,0,practice
23,23,3,practice
24,26,2,practice
25,3,2,practice
26,12,1,practice
27,5,1,practice
28,11,0,practice
29,17,2,practice
30,30,6,practice
31,13,2,practice
32,1,1,practice
33,22,1,practice
34,12,1,practice
35,20,6,practice
36,4,2,practice
37,15,1,practice
38,7,2,practice
39,16,5,practice
40,9,5,practice
41,8,2,practice
42,25,1,practice
43,10,6,practice
44,28,5,practice
45,24,2,practice
46,6,2,practice
47,18,0,practice
48,23,2,practice
49,3,0,practice
50,2,1,practice
51,21,0,practice
52,17,1,practice
53,29,6,practice
54,27,4,practice
55,14,2,practice
56,11,1,practice
57,26,2,practice
58,5,2,practice
59,19,6,practice
60,30,6,practice
<end data>,,,
<start header>,,,
Wed Sep 16 14:12:03 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
10,,,
<end header>,,,
<start data>,,,
1,15,1,10
2,13,1,10
3,26,0,10
4,3,1,10
5,29,6,10
6,25,0,10
7,14,2,10
8,6,0,10
9,9,1,10
10,18,6,10
11,8,0,10
12,23,0,10
13,12,1,10
14,4,1,10
15,5,1,10
16,28,6,10
17,24,6,10
18,22,0,10
19,19,0,10
20,11,2,10
21,30,0,10
22,10,0,10
23,7,0,10
24,1,1,10
25,2,1,10
26,21,1,10
27,17,2,10
28,27,0,10
29,20,0,10
30,16,1,10
31,16,2,10
32,8,5,10
33,14,2,10
34,24,0,10
35,5,0,10
36,2,2,10
37,9,0,10
38,29,5,10
39,12,5,10
40,26,0,10
41,23,0,10
42,15,1,10
43,3,1,10
44,19,6,10
45,10,5,10
46,25,0,10
47,6,2,10
48,22,2,10
49,1,2,10
50,28,0,10
51,4,2,10
52,21,0,10
53,11,0,10
54,7,0,10
55,13,1,10
56,20,6,10
57,18,0,10
58,27,2,10
59,17,0,10
60,30,6,10
61,30,6,10
62,9,0,10
63,25,0,10
64,6,0,10
65,18,2,10
66,10,0,10
67,1,2,10
68,24,2,10
69,14,0,10
70,29,0,10
71,4,0,10
72,3,0,10
73,28,0,10
74,21,2,10
75,2,1,10
76,27,0,10
77,8,0,10
78,26,2,10
79,15,2,10
80,20,0,10
81,13,2,10
82,23,0,10
83,17,2,10
84,7,0,10
85,5,1,10
86,16,1,10
87,22,1,10
88,11,1,10
89,12,1,10
90,19,6,10
<end data>,,,
<start header>,,,
Wed Sep 16 14:16:58 1998,,,
RT identification,,,
shkas.ssf,,,
1 30,,,
1 1,,,
90,,,
none,,,
2,,,
button,,,
1 2 3 4 5 6,,,
10,,,
<end header>,,,
<start data>,,,
1,2,1,10
2,3,1,10
3,14,1,10
4,30,6,10
5,19,6,10
6,1,1,10
7,25,1,10
8,13,1,10
9,21,1,10
10,24,1,10
11,11,1,10
12,9,0,10
13,8,0,10
14,27,2,10
15,6,0,10
16,29,5,10
17,20,6,10
18,18,5,10
19,17,1,10
20,15,1,10
21,28,0,10
22,16,2,10
23,12,1,10
24,22,0,10
25,7,0,10
26,10,5,10
27,23,0,10
28,4,0,10
29,5,0,10
